NOMBRE_ENCUESTA,PREGUNTA,RESPUESTAS_POSIBLES,RESPUESTA_CORRECTA,PAIS,RESPUESTA_PAIS
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Brasil              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Brunei              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Afghanistan         ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Albania             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Algeria             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Andorra             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Angola              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Argentina           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Australia           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Austria             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Bahamas             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Bahrain             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Bangladesh          ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Barbados            ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Belgica             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Belize              ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Benin               ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Bhutan              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,a. Indiferente,,Bolivia             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Brasil              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Brunei              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Afghanistan         ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Albania             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Algeria             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Andorra             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Angola              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Argentina           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Australia           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Austria             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Bahamas             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Bahrain             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Bangladesh          ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Barbados            ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Belgica             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Belize              ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Benin               ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Bhutan              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,b. euforico,,Bolivia             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Brasil              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Brunei              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Afghanistan         ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Albania             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Algeria             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Andorra             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Angola              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Argentina           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Australia           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Austria             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Bahamas             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Bahrain             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Bangladesh          ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Barbados            ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Belgica             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Belize              ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Benin               ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Bhutan              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,c.Deprimido,,Bolivia             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Brasil              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Brunei              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Afghanistan         ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Albania             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Algeria             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Andorra             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Angola              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Argentina           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Australia           ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Austria             ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Bahamas             ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Bahrain             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Bangladesh          ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Barbados            ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Belgica             ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Belize              ,a
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Benin               ,b
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Bhutan              ,c
Encuesta de Inspiración, ¿cuál era su estado de ánimo? ,d.Sorprendido,,Bolivia             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Brasil              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Brunei              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Afghanistan         ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Albania             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Algeria             ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Andorra             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Angola              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Argentina           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Australia           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Austria             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Bahamas             ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Bahrain             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Bangladesh          ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Barbados            ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Belgica             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Belize              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Benin               ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Bhutan              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,a. Ninguno ,a. Ninguno ,Bolivia             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Brasil              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Brunei              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Afghanistan         ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Albania             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Algeria             ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Andorra             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Angola              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Argentina           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Australia           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Austria             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Bahamas             ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Bahrain             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Bangladesh          ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Barbados            ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Belgica             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Belize              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Benin               ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Bhutan              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,b.Door de cabeza,a. Ninguno ,Bolivia             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Brasil              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Brunei              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Afghanistan         ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Albania             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Algeria             ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Andorra             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Angola              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Argentina           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Australia           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Austria             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Bahamas             ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Bahrain             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Bangladesh          ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Barbados            ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Belgica             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Belize              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Benin               ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Bhutan              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,c. Cansancio,a. Ninguno ,Bolivia             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Brasil              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Brunei              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Afghanistan         ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Albania             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Algeria             ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Andorra             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Angola              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Antigua y Barbuda   ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Argentina           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Australia           ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Austria             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Bahamas             ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Bahrain             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Bangladesh          ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Barbados            ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Belgica             ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Belize              ,a
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Benin               ,b
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Bhutan              ,c
Encuesta de Inspiración, ¿Qué síntomas psicosomáticos quedaron después de la experiencia? ,d.Desbalance,a. Ninguno ,Bolivia             ,a
